,LGA,Population,Postcode,Suburb,LAT,LON,distance,geometry,area,density,State,City
0,Litchfield Municipality,694.0,0822,Acacia Hills,-12.7541536,131.1489404,46.81022165002963,"{'type': 'MultiPolygon', 'coordinates': [[[[131.08567609, -12.70153062], [131.0887057, -12.7015275], [131.08892276, -12.70158152], [131.09851575, -12.70157251], [131.11843135, -12.70155602], [131.11866501, -12.70150435], [131.11875054, -12.70148594], [131.14854341, -12.7014231], [131.16975483, -12.7013969], [131.17145692, -12.70195283], [131.17337572, -12.70136987], [131.17831464, -12.70138497], [131.17850464, -12.70148809], [131.17941712, -12.70166959], [131.20300097, -12.70148496], [131.20658012, -12.70386426], [131.20912092, -12.70392964], [131.2122235, -12.70506863], [131.21557489, -12.71876289], [131.21653653, -12.72018855], [131.21372737, -12.72025875], [131.21409044, -12.73467732], [131.21485505, -12.76407497], [131.18494476, -12.76483977], [131.1853095, -12.77946849], [131.1705209, -12.77984182], [131.15559275, -12.78021813], [131.13326292, -12.78076329], [131.13363853, -12.79548406], [131.13435807, -12.82456494], [131.13466218, -12.83687069], [131.1355358, -12.83926792], [131.13496544, -12.83928149], [131.13414439, -12.83698913], [131.13341933, -12.83291927], [131.13330173, -12.82597156], [131.13260903, -12.82470071], [131.12676438, -12.82483239], [131.12676425, -12.8248172], [131.11197819, -12.82514714], [131.11193231, -12.82323509], [131.09881969, -12.8232272], [131.09884002, -12.80126652], [131.09886463, -12.77199786], [131.09887642, -12.7588806], [131.10115707, -12.75885927], [131.09833135, -12.75349181], [131.09597234, -12.74910579], [131.09320397, -12.74374143], [131.09262462, -12.74258923], [131.09150661, -12.74032976], [131.09051111, -12.73761871], [131.08978671, -12.73478597], [131.08956513, -12.73313658], [131.08923822, -12.73076503], [131.08791055, -12.71960711], [131.08567609, -12.70153062]]]]}",106.111,6.540320984629303,Northern Territory,Darwin
1,City of Darwin,2127.0,0810,Alawa,-12.38,130.873,9.970665520767415,"{'type': 'MultiPolygon', 'coordinates': [[[[130.864159, -12.3774], [130.864159, -12.377354], [130.864162, -12.37733], [130.864165, -12.377307], [130.864171, -12.377284], [130.864177, -12.377262], [130.864185, -12.377241], [130.864195, -12.37722], [130.864224, -12.377175], [130.864242, -12.377155], [130.864261, -12.377135], [130.864282, -12.377117], [130.864303, -12.377099], [130.864326, -12.377083], [130.864348, -12.377067], [130.86442, -12.377028], [130.864459, -12.377013], [130.8645, -12.377], [130.864541, -12.376989], [130.864582, -12.376979], [130.864624, -12.376971], [130.864665, -12.376963], [130.864743, -12.376952], [130.864783, -12.376949], [130.864823, -12.376948], [130.864863, -12.376948], [130.864902, -12.376948], [130.864942, -12.37695], [130.864982, -12.376952], [130.865064, -12.376959], [130.865105, -12.376964], [130.865145, -12.376968], [130.865186, -12.37697], [130.865226, -12.376971], [130.865266, -12.376969], [130.865306, -12.376964], [130.865357, -12.376952], [130.865382, -12.376944], [130.865408, -12.376935], [130.865432, -12.376925], [130.865456, -12.376913], [130.865479, -12.3769], [130.865502, -12.376885], [130.865551, -12.376846], [130.865573, -12.376823], [130.865593, -12.376798], [130.86561, -12.376772], [130.865625, -12.376746], [130.865636, -12.376718], [130.865644, -12.376691], [130.865648, -12.376637], [130.865646, -12.37661], [130.865641, -12.376582], [130.865635, -12.376553], [130.865628, -12.376525], [130.865621, -12.376497], [130.865615, -12.37647], [130.865577, -12.376355], [130.86608, -12.376379], [130.867192, -12.376499], [130.868365, -12.37652], [130.869044, -12.376137], [130.870189, -12.37513], [130.87038, -12.375187], [130.870501, -12.375223], [130.870676, -12.375276], [130.871239, -12.375268], [130.872079, -12.376204], [130.872322, -12.376475], [130.872391, -12.376555], [130.874761, -12.374555], [130.875137, -12.374982], [130.876531, -12.375664], [130.877189, -12.376025], [130.87759, -12.376207], [130.87963, -12.376819], [130.882166, -12.377589], [130.881707, -12.379013], [130.88165, -12.379147], [130.881614, -12.379208], [130.881488, -12.379392], [130.880615, -12.380261], [130.880595, -12.380281], [130.880005, -12.380845], [130.879443, -12.381384], [130.878888, -12.381905], [130.878669, -12.382081], [130.878446, -12.382213], [130.878172, -12.382321], [130.87786, -12.382406], [130.8767, -12.38264], [130.875574, -12.382806], [130.87349556, -12.38317151], [130.872556, -12.383337], [130.870665, -12.38367], [130.870545, -12.383706], [130.870009, -12.383864], [130.86894, -12.38418], [130.867798, -12.384513], [130.865769, -12.385117], [130.865767, -12.385102], [130.865766, -12.38509], [130.865762, -12.385068], [130.865755, -12.385046], [130.865747, -12.385025], [130.865739, -12.385004], [130.865732, -12.384982], [130.865727, -12.384959], [130.865723, -12.384935], [130.865719, -12.384911], [130.865715, -12.384887], [130.865709, -12.384863], [130.865698, -12.384834], [130.865684, -12.384807], [130.865669, -12.384779], [130.865655, -12.384752], [130.865642, -12.384723], [130.865631, -12.384695], [130.865621, -12.384667], [130.865613, -12.384639], [130.865608, -12.384611], [130.865608, -12.384582], [130.86561, -12.384552], [130.865613, -12.384522], [130.865618, -12.384491], [130.865623, -12.384461], [130.865629, -12.384431], [130.865635, -12.384398], [130.865641, -12.384366], [130.865647, -12.384333], [130.865654, -12.384301], [130.865661, -12.384268], [130.865668, -12.384235], [130.865676, -12.384203], [130.865685, -12.38417], [130.865694, -12.384138], [130.865703, -12.384105], [130.865715, -12.384076], [130.865728, -12.384049], [130.865743, -12.384021], [130.865757, -12.383993], [130.865769, -12.383964], [130.865778, -12.383928], [130.865783, -12.383891], [130.865787, -12.383854], [130.865792, -12.383817], [130.865801, -12.38378], [130.865809, -12.383753], [130.865818, -12.383726], [130.865828, -12.3837], [130.86584, -12.383674], [130.865855, -12.38365], [130.86587, -12.383628], [130.865885, -12.383606], [130.865901, -12.383584], [130.865916, -12.383563], [130.865931, -12.383541], [130.865945, -12.383522], [130.865958, -12.383502], [130.865971, -12.383482], [130.865984, -12.383463], [130.865997, -12.383443], [130.866005, -12.383423], [130.866005, -12.383401], [130.865999, -12.383378], [130.865989, -12.383356], [130.865974, -12.383335], [130.865956, -12.383317], [130.865937, -12.383302], [130.865918, -12.38329], [130.865897, -12.383279], [130.865874, -12.383271], [130.865848, -12.383263], [130.86582, -12.383257], [130.865793, -12.383254], [130.865767, -12.383255], [130.865742, -12.383261], [130.865715, -12.383273], [130.865689, -12.383289], [130.865664, -12.383307], [130.865638, -12.383324], [130.86561, -12.383338], [130.865581, -12.383349], [130.865553, -12.383359], [130.865525, -12.383368], [130.865496, -12.383376], [130.865467, -12.383382], [130.865441, -12.383384], [130.865414, -12.383383], [130.865387, -12.383378], [130.865361, -12.383371], [130.865334, -12.383361], [130.865305, -12.383347], [130.865278, -12.383332], [130.865254, -12.383313], [130.865232, -12.383291], [130.865212, -12.383265], [130.865194, -12.38323], [130.865182, -12.383196], [130.865175, -12.383161], [130.865174, -12.383126], [130.865178, -12.383092], [130.865182, -12.383065], [130.865188, -12.383039], [130.865197, -12.383012], [130.865207, -12.382986], [130.865221, -12.382961], [130.865251, -12.382917], [130.865281, -12.382876], [130.865313, -12.382836], [130.865344, -12.382796], [130.865374, -12.382755], [130.865393, -12.382727], [130.865411, -12.382699], [130.865428, -12.382671], [130.865445, -12.382642], [130.865461, -12.382613], [130.865469, -12.382593], [130.865471, -12.382571], [130.865468, -12.382549], [130.865461, -12.382526], [130.865449, -12.382505], [130.865433, -12.382482], [130.865415, -12.382461], [130.865395, -12.382444], [130.865373, -12.382433], [130.86535, -12.38243], [130.865301, -12.382434], [130.865252, -12.382439], [130.865204, -12.382444], [130.865156, -12.382449], [130.865107, -12.382453], [130.865078, -12.382456], [130.865049, -12.382459], [130.865021, -12.382461], [130.864992, -12.382463], [130.864963, -12.382465], [130.864935, -12.382463], [130.864908, -12.382453], [130.864881, -12.382438], [130.864856, -12.38242], [130.86483, -12.382401], [130.864811, -12.382386], [130.864793, -12.382371], [130.864776, -12.382354], [130.864763, -12.382336], [130.864753, -12.382315], [130.864738, -12.382272], [130.864725, -12.382229], [130.864714, -12.382186], [130.864704, -12.382143], [130.864696, -12.382099], [130.864687, -12.382047], [130.864677, -12.381995], [130.864668, -12.381943], [130.864659, -12.381891], [130.86465, -12.38184], [130.864643, -12.381803], [130.864636, -12.381766], [130.864629, -12.381729], [130.864622, -12.381692], [130.864616, -12.381656], [130.864613, -12.381624], [130.864618, -12.381594], [130.86463, -12.381563], [130.864647, -12.381533], [130.86467, -12.381504], [130.864688, -12.381485], [130.864707, -12.381469], [130.864726, -12.381458], [130.864747, -12.381451], [130.864769, -12.381449], [130.8648, -12.381451], [130.864831, -12.381456], [130.864862, -12.381463], [130.864893, -12.381471], [130.864923, -12.38148], [130.864957, -12.381492], [130.86499, -12.381506], [130.865023, -12.38152], [130.865056, -12.381533], [130.865089, -12.381544], [130.865109, -12.381548], [130.865129, -12.38155], [130.865149, -12.38155], [130.865169, -12.381548], [130.865189, -12.381544], [130.86521, -12.381538], [130.865232, -12.38153], [130.865252, -12.38152], [130.865268, -12.381506], [130.865277, -12.381489], [130.865282, -12.381467], [130.865287, -12.381445], [130.865292, -12.381424], [130.865298, -12.381402], [130.865303, -12.38138], [130.865305, -12.38137], [130.865307, -12.381359], [130.86531, -12.381349], [130.865312, -12.381339], [130.865314, -12.381328], [130.865317, -12.38131], [130.865319, -12.381292], [130.865319, -12.381273], [130.865318, -12.381254], [130.865317, -12.381236], [130.865315, -12.381212], [130.865313, -12.381189], [130.86531, -12.381165], [130.865308, -12.381141], [130.865306, -12.381118], [130.865292, -12.381048], [130.865286, -12.381014], [130.86528, -12.380979], [130.865275, -12.380944], [130.865271, -12.38091], [130.865268, -12.380875], [130.865266, -12.380841], [130.865266, -12.380784], [130.865268, -12.380755], [130.865272, -12.380727], [130.865277, -12.380698], [130.865284, -12.380669], [130.865293, -12.38064], [130.865304, -12.380611], [130.865324, -12.380571], [130.865335, -12.380552], [130.865349, -12.380534], [130.865363, -12.380519], [130.865379, -12.380505], [130.865397, -12.380495], [130.865415, -12.380489], [130.865444, -12.380486], [130.865458, -12.380487], [130.865473, -12.38049], [130.865488, -12.380493], [130.865502, -12.380498], [130.865516, -12.380504], [130.865528, -12.38051], [130.865556, -12.380533], [130.865568, -12.380547], [130.86558, -12.380562], [130.865591, -12.380578], [130.865602, -12.380594], [130.865613, -12.38061], [130.865624, -12.380626], [130.865662, -12.380675], [130.86568, -12.380699], [130.8657, -12.380722], [130.86572, -12.380745], [130.865742, -12.380767], [130.865764, -12.380786], [130.865788, -12.380804], [130.865844, -12.380834], [130.865873, -12.380846], [130.865904, -12.380856], [130.865935, -12.380863], [130.865966, -12.38087], [130.865997, -12.380874], [130.866028, -12.380877], [130.866102, -12.380875], [130.866139, -12.38087], [130.866176, -12.380862], [130.866213, -12.380851], [130.866249, -12.380839], [130.866285, -12.380826], [130.86632, -12.380812], [130.86638, -12.380782], [130.866408, -12.380765], [130.866435, -12.380746], [130.866461, -12.380726], [130.866486, -12.380705], [130.866509, -12.380682], [130.86653, -12.380658], [130.866574, -12.380588], [130.866591, -12.38055], [130.866606, -12.380509], [130.866618, -12.380468], [130.866628, -12.380425], [130.866637, -12.380382], [130.866645, -12.38034], [130.866652, -12.380293], [130.866654, -12.38027], [130.866655, -12.380247], [130.866654, -12.380224], [130.866651, -12.380201], [130.866647, -12.380179], [130.866641, -12.380157], [130.866622, -12.380113], [130.86661, -12.380091], [130.866598, -12.38007], [130.866587, -12.380048], [130.866577, -12.380026], [130.866569, -12.380004], [130.866564, -12.379981], [130.866563, -12.379919], [130.866568, -12.379887], [130.866575, -12.379856], [130.866583, -12.379824], [130.866594, -12.379793], [130.866605, -12.379762], [130.866616, -12.379732], [130.866634, -12.379688], [130.866644, -12.379667], [130.866655, -12.379646], [130.866666, -12.379625], [130.866678, -12.379604], [130.86669, -12.379583], [130.866702, -12.379563], [130.866731, -12.379515], [130.866745, -12.379491], [130.866759, -12.379466], [130.866773, -12.379442], [130.866785, -12.379417], [130.866796, -12.379392], [130.866804, -12.379366], [130.866813, -12.379323], [130.866819, -12.379291], [130.866824, -12.379252], [130.866828, -12.379214], [130.866832, -12.379175], [130.866838, -12.379137], [130.866846, -12.3791], [130.866858, -12.379064], [130.866886, -12.379006], [130.866902, -12.378978], [130.866919, -12.378951], [130.866938, -12.378924], [130.866957, -12.378897], [130.866977, -12.378871], [130.866998, -12.378845], [130.867045, -12.378789], [130.867069, -12.378762], [130.867092, -12.378734], [130.867114, -12.378705], [130.867133, -12.378675], [130.867149, -12.378644], [130.867161, -12.378612], [130.867172, -12.378564], [130.867174, -12.37854], [130.867176, -12.378515], [130.867175, -12.37849], [130.867174, -12.378465], [130.867172, -12.37844], [130.867169, -12.378416], [130.867159, -12.378368], [130.867151, -12.378345], [130.867143, -12.378322], [130.867133, -12.3783], [130.867122, -12.378278], [130.86711, -12.378257], [130.867097, -12.378236], [130.867055, -12.378186], [130.867031, -12.378163], [130.867004, -12.378142], [130.866976, -12.378124], [130.866947, -12.378107], [130.866918, -12.378092], [130.866888, -12.378081], [130.866831, -12.378066], [130.866802, -12.378061], [130.866772, -12.378058], [130.866742, -12.378055], [130.866711, -12.378052], [130.866681, -12.37805], [130.866651, -12.378046], [130.866572, -12.378035], [130.866533, -12.37803], [130.866493, -12.378024], [130.866454, -12.378018], [130.866414, -12.378011], [130.866375, -12.378004], [130.866336, -12.377996], [130.86625, -12.377974], [130.866206, -12.377962], [130.866164, -12.37795], [130.866121, -12.377937], [130.866078, -12.377923], [130.866035, -12.37791], [130.865993, -12.377896], [130.865882, -12.37786], [130.865827, -12.377841], [130.865772, -12.377823], [130.865716, -12.377806], [130.865661, -12.37779], [130.865604, -12.377774], [130.865548, -12.377761], [130.865427, -12.377738], [130.865366, -12.377729], [130.865305, -12.377722], [130.865243, -12.377717], [130.865182, -12.377714], [130.865122, -12.377713], [130.865061, -12.377714], [130.86498, -12.37772], [130.864939, -12.377724], [130.864898, -12.37773], [130.864857, -12.377735], [130.864816, -12.377742], [130.864774, -12.377749], [130.864732, -12.377755], [130.864652, -12.377768], [130.864612, -12.377774], [130.864572, -12.377778], [130.864532, -12.37778], [130.864494, -12.377778], [130.864455, -12.377773], [130.864418, -12.377763], [130.864366, -12.377741], [130.864341, -12.377726], [130.864318, -12.37771], [130.864295, -12.377692], [130.864274, -12.377673], [130.864254, -12.377653], [130.864237, -12.377632], [130.864204, -12.37758], [130.864192, -12.377552], [130.864182, -12.377523], [130.864173, -12.377492], [130.864167, -12.377462], [130.864162, -12.377431], [130.864159, -12.3774]]]]}",1.106,1923.146473779385,Northern Territory,Darwin
2,City of Darwin,2369.0,0812,Anula,-12.392778,130.89,9.633313936847603,"{'type': 'MultiPolygon', 'coordinates': [[[[130.883203, -12.395263], [130.88322721, -12.39429075], [130.88370816, -12.3922483], [130.88392322, -12.39133661], [130.88401424, -12.39095093], [130.885289, -12.388761], [130.885485, -12.388423], [130.886674, -12.38641], [130.887744, -12.384602], [130.8884572, -12.38500626], [130.88922287, -12.38544257], [130.89159626, -12.38679522], [130.89220286, -12.38714079], [130.89288415, -12.38752877], [130.89296734, -12.38757655], [130.89335096, -12.38773025], [130.89373989, -12.38785588], [130.8968269, -12.3885276], [130.89664995, -12.3892982], [130.89658064, -12.38960068], [130.89656505, -12.38970375], [130.89655721, -12.38980754], [130.89655713, -12.38991173], [130.89656481, -12.39001521], [130.89658021, -12.39011818], [130.89660336, -12.39022018], [130.89663397, -12.39031983], [130.89667192, -12.39041699], [130.89671707, -12.39051127], [130.89676897, -12.39060173], [130.89704651, -12.39108878], [130.89726713, -12.39147436], [130.89752612, -12.39192783], [130.89762514, -12.39213188], [130.89766862, -12.39223679], [130.89770232, -12.3923512], [130.89772872, -12.39246736], [130.89774785, -12.39258575], [130.89775939, -12.39270461], [130.8977634, -12.3928237], [130.8977719, -12.39429151], [130.89777416, -12.39469272], [130.897781, -12.395948], [130.897602, -12.395872], [130.897429, -12.395804], [130.897251, -12.395738], [130.897044, -12.395668], [130.89685, -12.395607], [130.896653, -12.39555], [130.896459, -12.3955], [130.896252, -12.395451], [130.896049, -12.395408], [130.895847, -12.395371], [130.89566, -12.395341], [130.895445, -12.395311], [130.895254, -12.39529], [130.895059, -12.395273], [130.894892, -12.395262], [130.89473, -12.395254], [130.891847, -12.395262], [130.889103, -12.395271], [130.886481, -12.39528], [130.88458, -12.395256], [130.883203, -12.395263]]]]}",1.095,2163.470319634703,Northern Territory,Darwin
3,City of Palmerston,0.0,0830,Archer,-12.5164405,130.9709918,15.649718701037932,"{'type': 'MultiPolygon', 'coordinates': [[[[130.968385, -12.50257198], [130.96862029, -12.50385533], [130.96910251, -12.50612077], [130.96916414, -12.50641586], [130.96952207, -12.50818732], [130.96973562, -12.50909166], [130.97001801, -12.50998701], [130.97040319, -12.51088662], [130.97084883, -12.51172998], [130.97117834, -12.51230688], [130.97132679, -12.51257671], [130.97183207, -12.51333497], [130.97244071, -12.51409247], [130.97299639, -12.51468104], [130.97378607, -12.51546261], [130.97454191, -12.51607608], [130.97523419, -12.51661614], [130.97555811, -12.51686614], [130.97755065, -12.51839235], [130.97791462, -12.51868599], [130.97854718, -12.51918932], [130.97911622, -12.51974722], [130.97967167, -12.5203019], [130.98018451, -12.52091616], [130.98067158, -12.52153908], [130.981169, -12.522309], [130.9815, -12.52282], [130.981874, -12.523504], [130.982251, -12.524357], [130.982463, -12.525058], [130.98264, -12.525776], [130.982793, -12.526588], [130.982886, -12.527493], [130.98292, -12.528527], [130.982825, -12.52962], [130.98261, -12.530815], [130.982233, -12.532097], [130.98187, -12.532991], [130.981446, -12.533849], [130.980705, -12.535031], [130.97938286, -12.53721533], [130.976883, -12.541428], [130.9767398, -12.54133146], [130.97617641, -12.54092283], [130.97587109, -12.54068521], [130.97557033, -12.54044195], [130.97498212, -12.53993978], [130.97478056, -12.53975986], [130.97458046, -12.53957831], [130.97418226, -12.53921303], [130.97398344, -12.5390302], [130.97378453, -12.53884738], [130.9733825, -12.53848627], [130.97310645, -12.53824861], [130.97282655, -12.53801504], [130.97225684, -12.53755946], [130.97197152, -12.53733822], [130.97168466, -12.53711898], [130.97110282, -12.53669087], [130.9708062, -12.53648255], [130.97050676, -12.53627777], [130.96989931, -12.53588075], [130.96953641, -12.53565529], [130.96917033, -12.53543455], [130.96843145, -12.53500414], [130.96802765, -12.5347713], [130.96762358, -12.53453881], [130.96680582, -12.53409127], [130.96657936, -12.53397507], [130.96635163, -12.53386086], [130.96589, -12.53364525], [130.9656063, -12.5335263], [130.96531943, -12.53341443], [130.96473793, -12.53320999], [130.96451815, -12.53313712], [130.96429801, -12.53306525], [130.96385361, -12.53293654], [130.96357926, -12.53287393], [130.96330204, -12.53282181], [130.96274283, -12.53274221], [130.96241716, -12.53270599], [130.96209116, -12.53267448], [130.96143826, -12.53262656], [130.96110243, -12.53260858], [130.96076625, -12.53259395], [130.96009355, -12.5325797], [130.95970092, -12.53258211], [130.95930835, -12.53259103], [130.9585238, -12.53262848], [130.95804272, -12.53266262], [130.95756207, -12.53270327], [130.95660313, -12.53280633], [130.95613872, -12.53286648], [130.9556748, -12.53293149], [130.95475015, -12.53308031], [130.95440178, -12.53314421], [130.95405389, -12.53321145], [130.95335925, -12.53335099], [130.95297262, -12.533429], [130.95258598, -12.53350665], [130.95181243, -12.53366149], [130.95140376, -12.53374499], [130.95099519, -12.53382949], [130.95017651, -12.53399062], [130.94992229, -12.53403612], [130.94966769, -12.53407954], [130.94915763, -12.53416188], [130.94899645, -12.534187], [130.94883518, -12.53421167], [130.94851245, -12.53426065], [130.9462488, -12.53450256], [130.94510224, -12.53451755], [130.94396299, -12.53442846], [130.94236197, -12.53407724], [130.94158405, -12.53381054], [130.94082921, -12.53349107], [130.93924729, -12.53253169], [130.93853403, -12.53194221], [130.93788188, -12.53130474], [130.93686917, -12.5299882], [130.93642774, -12.52926994], [130.93600487, -12.52853502], [130.93578859, -12.52724137], [130.93568734, -12.52659396], [130.93559419, -12.52594568], [130.93542203, -12.52450982], [130.93534867, -12.52378964], [130.93527999, -12.52306806], [130.93502533, -12.52026457], [130.93483844, -12.51887482], [130.93455456, -12.5175062], [130.93364764, -12.51479525], [130.93310603, -12.51346581], [130.93256118, -12.51214524], [130.93132867, -12.50927284], [130.93066767, -12.50784274], [130.93030622, -12.50708902], [130.93925658, -12.50684293], [130.93932413, -12.50760055], [130.93922224, -12.50864878], [130.93905123, -12.50984886], [130.93872196, -12.51082933], [130.93833908, -12.51179745], [130.93984015, -12.51202028], [130.94426249, -12.51267672], [130.9490007, -12.51337996], [130.94990247, -12.50752171], [130.9544995, -12.50551876], [130.9549934, -12.50539015], [130.95567331, -12.50540599], [130.95603391, -12.50541874], [130.9568059, -12.50544657], [130.95710893, -12.50544726], [130.95752646, -12.50537384], [130.95778258, -12.50529395], [130.95930093, -12.50482603], [130.95978205, -12.50460911], [130.96017866, -12.50433717], [130.96053393, -12.50395164], [130.96083498, -12.50349753], [130.96113383, -12.50310145], [130.96139089, -12.50288391], [130.96166627, -12.50272773], [130.96198198, -12.50263008], [130.96229356, -12.50259603], [130.96289414, -12.50258775], [130.96605744, -12.5025728], [130.96813817, -12.50257206], [130.968385, -12.50257198]]]]}",11.852,0.0,Northern Territory,Darwin
4,City of Palmerston,3069.0,0832,Bakewell,-12.498685,130.992815,17.30446477490586,"{'type': 'MultiPolygon', 'coordinates': [[[[130.98567582, -12.50018892], [130.98631263, -12.49748667], [130.98638454, -12.49712987], [130.98712108, -12.49407266], [130.98756606, -12.49416403], [130.98767238, -12.49417274], [130.98796847, -12.49415474], [130.98822777, -12.49409615], [130.98875397, -12.49385174], [130.98898788, -12.4937489], [130.98923086, -12.49366175], [130.98946297, -12.49360142], [130.98976998, -12.49354088], [130.99117918, -12.49339438], [130.99167601, -12.49331522], [130.9924266, -12.49312359], [130.99311593, -12.49280531], [130.99534927, -12.49162257], [130.99578793, -12.49142023], [130.99617907, -12.4912752], [130.99658397, -12.49117092], [130.99698848, -12.49110154], [130.99739075, -12.49107325], [130.99781465, -12.49107643], [130.99820447, -12.49110519], [130.99995379, -12.49148429], [131.000297, -12.491559], [131.000079, -12.492514], [130.999959, -12.493031], [130.999604, -12.494564], [130.999539, -12.494876], [130.999501, -12.495154], [130.999455, -12.49549], [130.999421, -12.495902], [130.999409, -12.496083], [130.999403, -12.497148], [130.999398, -12.498079], [130.999395, -12.498842], [130.999392, -12.499736], [130.999391, -12.50004], [130.999361, -12.500886], [130.999278, -12.501739], [130.999199, -12.502248], [130.99757217, -12.50186443], [130.99532233, -12.50134616], [130.99480881, -12.50125045], [130.99424931, -12.50118164], [130.99363375, -12.50115373], [130.99309367, -12.50115382], [130.99161543, -12.50115454], [130.99055326, -12.50114227], [130.99012614, -12.50109209], [130.99009724, -12.50109073], [130.98961571, -12.50100914], [130.98873576, -12.50082715], [130.98708078, -12.50047852], [130.98611224, -12.50028312], [130.98567582, -12.50018892]]]]}",1.138,2696.8365553602816,Northern Territory,Darwin
